player,team,pk_blocks,pk_takeaways,pk_giveaways,pk_hits,pk_faceoff_wins,pk_faceoff_losses,pk_penalties_taken,pk_faceoff_pct,season
Justin Brazeau,BOS,0,2,6,0,1,0,2,100.0,20242025
Miro Heiskanen,DAL,0,0,1,0,0,0,0,,20242025
Nazem Kadri,CGY,0,0,1,0,13,5,1,72.22222222222221,20242025
MacKenzie Weegar,CGY,0,1,2,0,0,0,0,,20242025
Mikael Backlund,CGY,0,0,1,0,7,5,0,58.333333333333336,20242025
Anthony Mantha,CGY,0,0,1,0,0,0,0,,20242025
Dylan Larkin,DET,0,1,2,1,36,22,0,62.06896551724138,20242025
Patrick Kane,DET,0,1,4,0,1,1,0,50.0,20242025
Marco Kasper,DET,0,0,0,0,3,3,0,50.0,20242025
John Tavares,TOR,1,1,3,0,28,13,0,68.29268292682927,20242025
Max Domi,TOR,0,0,0,0,6,3,0,66.66666666666666,20242025
William Nylander,TOR,0,1,1,0,2,3,0,40.0,20242025
Vincent Trocheck,NYR,3,0,1,1,26,22,0,54.166666666666664,20242025
Filip Chytil,NYR,0,0,2,0,3,5,0,37.5,20242025
K'Andre Miller,NYR,2,1,0,0,0,0,0,,20242025
Chandler Stephenson,SEA,0,0,0,1,19,13,0,59.375,20242025
Brandon Montour,SEA,0,1,1,1,0,0,0,,20242025
Matty Beniers,SEA,0,0,2,0,10,8,0,55.55555555555556,20242025
Jack Roslovic,CAR,0,2,5,1,27,28,2,49.09090909090909,20242025
Jordan Eberle,SEA,0,0,1,0,0,0,0,,20242025
Alex Killorn,ANA,2,1,7,0,1,3,0,25.0,20242025
Jack Hughes,NJD,0,0,1,0,2,6,0,25.0,20242025
Nate Schmidt,FLA,0,2,1,1,0,0,0,,20242025
J.T. Miller,VAN,0,0,1,0,8,8,0,50.0,20242025
Nils Hoglander,VAN,0,0,1,0,0,0,0,,20242025
Teddy Blueger,VAN,0,0,0,0,3,1,0,75.0,20242025
Elias Pettersson,VAN,0,0,1,0,9,8,1,52.94117647058824,20242025
Conor Garland,VAN,0,0,3,0,0,0,0,,20242025
Sean Couturier,PHI,0,0,0,0,18,10,0,64.28571428571429,20242025
Matvei Michkov,PHI,1,1,2,0,1,1,0,50.0,20242025
Morgan Frost,PHI,0,0,0,2,6,8,0,42.857142857142854,20242025
Bo Horvat,NYI,0,0,1,0,30,18,0,62.5,20242025
Jean-Gabriel Pageau,NYI,0,0,0,0,6,10,0,37.5,20242025
Maxim Tsyplakov,NYI,1,0,1,1,0,2,1,0.0,20242025
Brock Nelson,NYI,0,0,0,0,5,3,0,62.5,20242025
Jaccob Slavin,CAR,1,2,0,0,0,0,0,,20242025
Joel Farabee,PHI,0,0,2,0,3,0,0,100.0,20242025
Owen Tippett,PHI,1,0,2,0,0,1,0,0.0,20242025
Travis Konecny,PHI,1,0,0,1,0,2,0,0.0,20242025
Tyson Foerster,PHI,0,1,0,0,0,0,1,,20242025
Bobby Brink,PHI,0,0,3,1,1,1,0,50.0,20242025
Emil Andrae,PHI,0,1,0,0,0,0,1,,20242025
J.T. Compher,DET,1,0,2,0,2,4,0,33.33333333333333,20242025
Jordan Greenway,BUF,0,0,1,1,0,1,2,0.0,20242025
Andrew Copp,DET,0,0,0,0,2,5,0,28.57142857142857,20242025
Jared McCann,SEA,0,0,2,0,1,0,0,100.0,20242025
Shane Wright,SEA,1,0,1,0,5,6,0,45.45454545454545,20242025
Jaden Schwartz,SEA,1,2,1,0,2,0,0,100.0,20242025
Pierre-Luc Dubois,WSH,0,0,2,1,8,4,0,66.66666666666666,20242025
Dylan Strome,WSH,0,0,2,0,21,20,2,51.21951219512195,20242025
Brandon Duhaime,WSH,0,0,0,0,0,1,0,0.0,20242025
Nic Dowd,WSH,0,0,0,0,2,1,0,66.66666666666666,20242025
Jesperi Kotkaniemi,CAR,0,0,3,3,12,20,0,37.5,20242025
Ryan Donato,CHI,0,0,0,0,7,7,0,50.0,20242025
Taylor Hall,CHI,0,1,0,0,2,1,0,66.66666666666666,20242025
Jackson LaCombe,ANA,4,4,4,0,0,0,0,,20242025
Cam Fowler,ANA,1,0,0,0,0,0,0,,20242025
Ridly Greig,OTT,0,0,4,0,8,2,0,80.0,20242025
Tim Stützle,OTT,0,0,2,0,1,0,0,100.0,20242025
Brady Tkachuk,OTT,2,0,1,1,21,13,1,61.76470588235294,20242025
Drake Batherson,OTT,2,1,0,1,0,0,1,,20242025
Josh Norris,OTT,1,1,1,0,6,8,0,42.857142857142854,20242025
Nicholas Robertson,TOR,0,0,0,2,0,0,0,,20242025
Mitch Marner,TOR,0,2,4,0,0,0,0,,20242025
Danton Heinen,VAN,0,0,0,0,1,3,0,25.0,20242025
Quinn Hughes,VAN,2,0,0,0,0,0,1,,20242025
Rasmus Andersson,CGY,0,0,1,0,0,0,0,,20242025
Dustin Wolf,CGY,0,0,0,0,0,0,1,,20242025
Yegor Sharangovich,CGY,0,0,0,0,3,2,0,60.0,20242025
Chris Kreider,NYR,2,0,0,0,2,0,0,100.0,20242025
Mika Zibanejad,NYR,1,1,4,0,5,6,0,45.45454545454545,20242025
Alexis Lafrenière,NYR,0,0,1,0,1,0,0,100.0,20242025
Zac Jones,NYR,1,1,0,0,0,0,0,,20242025
Matt Grzelcyk,PIT,1,1,1,1,0,0,0,,20242025
Joel Eriksson Ek,MIN,1,1,1,0,10,8,0,55.55555555555556,20242025
Ryan Hartman,MIN,0,0,1,0,1,1,0,50.0,20242025
Pavel Mintyukov,ANA,1,1,1,1,0,0,1,,20242025
Troy Terry,ANA,1,1,10,0,0,0,3,,20242025
Blake Coleman,CGY,0,0,0,2,0,0,0,,20242025
Claude Giroux,OTT,0,1,1,0,23,5,0,82.14285714285714,20242025
Jake Sanderson,OTT,2,3,1,0,0,0,0,,20242025
T.J. Tynan,COL,0,0,0,0,1,0,0,100.0,20242025
Ivan Ivan,COL,0,0,1,0,0,0,0,,20242025
Cale Makar,COL,0,2,0,0,0,0,0,,20242025
Samuel Girard,COL,0,0,1,0,0,0,0,,20242025
Justin Danforth,CBJ,0,0,0,0,2,1,0,66.66666666666666,20242025
Dmitri Voronkov,CBJ,1,0,0,0,2,2,0,50.0,20242025
Brendan Gallagher,MTL,2,1,5,0,0,1,0,0.0,20242025
William Karlsson,VGK,0,0,0,1,5,4,0,55.55555555555556,20242025
Alexander Holtz,VGK,0,0,1,1,0,0,0,,20242025
Ivan Barbashev,VGK,1,0,1,0,0,0,1,,20242025
Jake Neighbours,STL,1,0,0,2,0,0,0,,20242025
Oskar Sundqvist,STL,0,1,0,1,4,1,0,80.0,20242025
Jordan Kyrou,STL,0,0,0,1,0,0,0,,20242025
Alexander Kerfoot,UTA,0,0,0,0,2,1,0,66.66666666666666,20242025
Sean Walker,CAR,0,0,2,2,0,0,0,,20242025
Brandon Saad,STL,0,0,1,0,0,0,0,,20242025
Sam Steel,DAL,0,0,0,0,1,0,0,100.0,20242025
Moritz Seider,DET,3,0,0,5,0,0,0,,20242025
Pavel Buchnevich,STL,0,0,2,0,1,0,0,100.0,20242025
Scott Laughton,PHI,0,0,0,1,2,0,0,100.0,20242025
Ryan Poehling,PHI,0,0,0,0,1,1,0,50.0,20242025
Tyson Jost,CAR,1,0,0,1,3,5,2,37.5,20242025
John Beecher,BOS,0,0,2,0,7,1,0,87.5,20242025
Kirill Marchenko,CBJ,0,0,1,0,0,1,1,0.0,20242025
Jeremy Swayman,BOS,0,0,1,0,0,0,0,,20242025
Teuvo Teravainen,CHI,0,0,0,0,1,4,0,20.0,20242025
Anthony Richard,PHI,0,1,0,0,0,0,0,,20242025
Kevin Fiala,LAK,0,0,1,1,0,0,0,,20242025
Alex Laferriere,LAK,1,0,1,0,0,0,0,,20242025
Nick Bjugstad,UTA,0,0,0,0,1,1,0,50.0,20242025
Michael Kesselring,UTA,0,1,0,0,0,0,0,,20242025
Lawson Crouse,UTA,1,0,0,1,0,0,0,,20242025
Erik Gustafsson,DET,0,0,1,0,0,0,0,,20242025
Kent Johnson,CBJ,0,0,2,0,0,0,0,,20242025
Zach Werenski,CBJ,0,0,1,0,0,0,1,,20242025
Kevin Labanc,CBJ,0,0,0,1,0,0,0,,20242025
Mackenzie Blackwood,SJS,0,0,1,0,0,0,0,,20242025
Will Smith,SJS,0,1,0,0,0,1,1,0.0,20242025
Jake Walman,SJS,0,1,1,0,0,0,0,,20242025
Ty Dellandrea,SJS,0,0,0,0,1,0,0,100.0,20242025
Macklin Celebrini,SJS,1,0,0,1,12,7,0,63.1578947368421,20242025
Tyler Toffoli,SJS,0,0,0,2,0,0,0,,20242025
Jason Robertson,DAL,0,1,0,1,0,0,0,,20242025
Oliver Bjorkstrand,SEA,0,1,1,0,0,0,0,,20242025
Brock Boeser,VAN,0,0,2,1,0,1,0,0.0,20242025
Kaapo Kakko,NYR,0,0,0,0,1,0,0,100.0,20242025
Artemi Panarin,NYR,1,1,3,0,0,0,0,,20242025
Jonny Brodzinski,NYR,0,0,1,0,0,3,0,0.0,20242025
Simon Holmstrom,NYI,2,0,1,0,0,0,0,,20242025
Sam Colangelo,ANA,0,0,1,0,0,1,0,0.0,20242025
Yanni Gourde,SEA,0,0,0,0,3,1,0,75.0,20242025
Jake DeBrusk,VAN,1,0,1,0,0,1,0,0.0,20242025
Pius Suter,VAN,1,0,1,0,1,1,0,50.0,20242025
William Carrier,CAR,0,0,1,1,0,0,0,,20242025
Jordan Martinook,CAR,1,0,0,2,0,2,0,0.0,20242025
Bryan Rust,PIT,1,0,2,0,0,0,0,,20242025
Matthew Tkachuk,FLA,1,0,2,1,0,0,0,,20242025
Oliver Wahlstrom,NYI,1,0,0,0,0,0,0,,20242025
Emil Heineman,MTL,0,0,1,0,0,0,0,,20242025
Brandon Carlo,BOS,0,0,0,0,0,0,1,,20242025
Lucas Raymond,DET,0,2,0,0,0,0,1,,20242025
Eeli Tolvanen,SEA,0,0,0,1,0,0,0,,20242025
Drew Helleson,ANA,0,0,1,0,0,0,0,,20242025
Mark Scheifele,WPG,0,0,0,0,17,24,0,41.46341463414634,20242025
Alex Iafallo,WPG,0,1,0,0,0,0,0,,20242025
Gabriel Vilardi,WPG,1,1,3,0,1,2,0,33.33333333333333,20242025
Vladislav Namestnikov,WPG,0,0,0,1,4,6,0,40.0,20242025
Neal Pionk,WPG,0,0,1,0,0,0,0,,20242025
Devon Toews,COL,3,0,0,0,0,0,1,,20242025
Valeri Nichushkin,COL,0,0,1,0,0,0,0,,20242025
Marco Rossi,MIN,0,0,0,0,6,4,0,60.0,20242025
Frederick Gaudreau,MIN,0,0,0,0,2,2,0,50.0,20242025
Matt Boldy,MIN,1,1,0,0,1,1,0,50.0,20242025
Jansen Harkins,ANA,0,0,0,0,1,0,1,100.0,20242025
Timothy Liljegren,SJS,0,0,1,1,0,0,0,,20242025
Nikita Chibrikov,WPG,0,0,0,1,0,0,0,,20242025
Cole Perfetti,WPG,0,0,1,0,0,2,0,0.0,20242025
Nino Niederreiter,WPG,1,0,1,0,1,1,0,50.0,20242025
Reilly Smith,NYR,1,0,3,0,0,0,0,,20242025
Adam Fox,NYR,1,1,0,1,0,0,0,,20242025
Matthew Knies,TOR,2,0,0,0,0,0,0,,20242025
Auston Matthews,TOR,0,1,2,0,1,5,0,16.666666666666664,20242025
Vince Dunn,SEA,0,1,0,0,0,0,0,,20242025
Shane Pinto,OTT,0,0,1,0,3,1,0,75.0,20242025
Adam Fantilli,CBJ,1,0,4,0,4,3,0,57.14285714285714,20242025
Kiefer Sherwood,VAN,2,0,0,0,0,1,0,0.0,20242025
Henri Jokiharju,BUF,0,0,0,1,0,0,0,,20242025
James van Riemsdyk,CBJ,0,0,0,1,0,0,0,,20242025
Cole Caufield,MTL,0,0,2,0,0,0,0,,20242025
Patrik Laine,MTL,0,1,1,0,2,2,0,50.0,20242025
Adam Lowry,WPG,0,0,0,0,1,1,0,50.0,20242025
Nikolaj Ehlers,WPG,1,0,1,1,0,0,0,,20242025
Ryan Nugent-Hopkins,EDM,1,0,1,0,0,5,1,0.0,20242025
Oliver Ekman-Larsson,TOR,1,0,1,0,0,0,0,,20242025
Tom Wilson,WSH,3,0,0,2,0,0,0,,20242025
Rasmus Sandin,WSH,0,0,0,1,0,0,0,,20242025
Taylor Raddysh,WSH,0,0,0,0,0,1,0,0.0,20242025
Ross Colton,COL,0,0,0,0,1,2,0,33.33333333333333,20242025
Artturi Lehkonen,COL,1,0,2,1,0,0,1,,20242025
Dylan Guenther,UTA,0,0,1,0,0,0,0,,20242025
Jakub Vrana,WSH,0,0,0,0,1,0,0,100.0,20242025
Jakob Chychrun,WSH,0,0,0,1,0,0,0,,20242025
Noah Dobson,NYI,1,1,2,0,0,0,1,,20242025
Tommy Novak,NSH,0,0,0,0,0,2,0,0.0,20242025
Victor Olofsson,VGK,0,0,1,0,0,0,0,,20242025
Frank Nazar,CHI,0,0,1,1,3,5,0,37.5,20242025
Jamie Drysdale,PHI,2,0,1,0,0,0,0,,20242025
Noah Cates,PHI,0,0,0,1,3,1,0,75.0,20242025
Luke Hughes,NJD,0,0,1,1,0,0,0,,20242025
Ondrej Palat,NJD,0,0,0,2,0,0,0,,20242025
Dylan Holloway,STL,0,1,0,1,0,1,0,0.0,20242025
Connor McMichael,WSH,0,0,0,0,2,0,2,100.0,20242025
Andrew Mangiapane,WSH,0,0,0,0,0,0,1,,20242025
Paul Cotter,NJD,0,0,0,1,2,1,0,66.66666666666666,20242025
Ty Smith,CAR,0,0,0,0,0,0,1,,20242025
Juuso Parssinen,COL,0,0,0,0,1,0,0,100.0,20242025
Bobby McMann,TOR,1,0,0,0,0,1,0,0.0,20242025
Marcus Johansson,MIN,0,0,1,0,0,1,0,0.0,20242025
Drew O'Connor,PIT,0,1,0,0,0,0,0,,20242025
Anthony Cirelli,TBL,0,0,2,0,4,6,0,40.0,20242025
John Carlson,WSH,0,1,2,0,0,0,0,,20242025
Adam Henrique,EDM,0,0,0,1,7,0,1,100.0,20242025
Connor Zary,CGY,0,0,0,0,1,0,0,100.0,20242025
Conor Geekie,TBL,0,0,1,0,0,0,0,,20242025
Mackie Samoskevich,FLA,0,1,0,0,0,0,0,,20242025
Mitchell Stephens,SEA,0,0,0,0,0,1,0,0.0,20242025
Kaapo Kakko,SEA,0,0,0,0,0,0,1,,20242025
Mitchell Chaffee,TBL,0,0,1,1,0,0,0,,20242025
Beck Malenstyn,BUF,0,0,0,0,1,0,0,100.0,20242025
Sam Lafferty,BUF,0,0,0,1,1,1,1,50.0,20242025
Pavel Dorofeyev,VGK,0,0,2,0,0,0,0,,20242025
Lukas Reichel,CHI,0,0,0,0,3,1,0,75.0,20242025
Adam Gaudette,OTT,0,0,1,0,0,1,0,0.0,20242025
Thomas Chabot,OTT,1,0,1,0,0,0,0,,20242025
Damon Severson,CBJ,0,0,1,0,0,0,1,,20242025
Tyson Kozak,BUF,1,0,0,0,2,1,0,66.66666666666666,20242025
Casey Cizikas,NYI,0,0,0,0,0,1,0,0.0,20242025
Juha Jaaska,CAR,0,0,0,0,1,0,0,100.0,20242025
Roman Josi,NSH,1,1,0,0,0,0,0,,20242025
Nick Blankenburg,NSH,0,2,0,0,0,0,0,,20242025
Colton Dach,CHI,0,1,0,0,0,0,0,,20242025
Seth Jones,CHI,1,0,1,0,0,0,0,,20242025
Brady Skjei,NSH,0,0,1,0,0,0,1,,20242025
J.T. Miller,NYR,1,2,2,0,8,3,0,72.72727272727273,20242025
Brian Dumoulin,ANA,1,0,0,0,0,0,0,,20242025
Juraj Slafkovský,MTL,1,0,2,1,0,0,0,,20242025
Christian Dvorak,MTL,1,0,0,0,2,0,0,100.0,20242025
Mats Zuccarello,MIN,0,0,1,0,0,0,0,,20242025
Jared Spurgeon,MIN,0,0,1,0,0,0,0,,20242025
Mikael Granlund,DAL,0,0,0,1,1,0,0,100.0,20242025
Brock Faber,MIN,1,0,1,0,0,0,0,,20242025
Declan Chisholm,MIN,0,1,0,0,0,0,0,,20242025
Taylor Hall,CAR,1,2,8,1,3,0,0,100.0,20242025
Kevin Stenlund,UTA,0,0,0,0,2,0,0,100.0,20242025
Ilya Samsonov,VGK,0,0,1,0,0,0,0,,20242025
Brandon Saad,VGK,1,0,0,0,0,0,0,,20242025
Mikko Rantanen,CAR,0,1,1,0,2,0,1,100.0,20242025
Alex DeBrincat,DET,0,0,1,0,0,0,0,,20242025
Oliver Wahlstrom,BOS,0,0,0,0,0,0,1,,20242025
Anthony Stolarz,TOR,0,0,1,0,0,0,0,,20242025
Jacob Trouba,ANA,1,0,2,0,0,0,2,,20242025
Kyle Palmieri,NYI,0,0,2,1,0,0,0,,20242025
Anders Lee,NYI,1,0,2,0,0,0,0,,20242025
Adam Boqvist,NYI,0,0,0,1,0,0,0,,20242025
Filip Chytil,VAN,0,0,0,0,2,3,0,40.0,20242025
Dakota Joshua,VAN,0,0,1,0,0,0,0,,20242025
Philip Tomasino,PIT,0,0,0,1,0,0,0,,20242025
Vinnie Hinostroza,MIN,0,0,0,0,1,0,0,100.0,20242025
Morgan Frost,CGY,0,0,1,0,5,6,0,45.45454545454545,20242025
Klim Kostin,SJS,1,1,1,0,0,0,0,,20242025
Casey Mittelstadt,BOS,2,0,2,0,1,2,0,33.33333333333333,20242025
Darren Raddysh,TBL,1,0,0,0,0,0,0,,20242025
Yanni Gourde,TBL,0,0,0,1,1,0,0,100.0,20242025
Josh Norris,BUF,0,0,0,1,5,0,0,100.0,20242025
Kyle Connor,WPG,0,0,1,0,0,0,0,,20242025
Tony DeAngelo,NYI,2,0,0,0,0,0,0,,20242025
Zach Hyman,EDM,0,0,0,0,0,0,1,,20242025
Seth Jones,FLA,0,0,0,1,0,0,0,,20242025
Scott Morrow,CAR,1,0,0,0,0,0,0,,20242025
Elmer Soderblom,DET,0,0,0,0,1,0,0,100.0,20242025
Michael Carcone,UTA,0,0,0,1,0,0,0,,20242025
Dylan Cozens,OTT,0,0,0,0,4,2,0,66.66666666666666,20242025
Vinni Lettieri,BOS,2,0,1,0,0,1,0,0.0,20242025
Lukas Dostal,ANA,0,0,2,0,0,0,0,,20242025
Jordan Oesterle,NSH,0,0,0,1,0,0,0,,20242025
Jakub Lauko,BOS,0,0,0,0,0,2,0,0.0,20242025
Logan Stankoven,CAR,1,0,2,0,0,1,2,0.0,20242025
Olle Lycksell,PHI,0,0,1,0,0,0,0,,20242025
Mikko Rantanen,DAL,0,0,0,1,0,0,1,,20242025
Sean Durzi,UTA,0,0,0,0,0,0,1,,20242025
Reilly Smith,VGK,0,0,1,0,0,0,0,,20242025
Luca Cagnoni,SJS,1,0,0,0,0,0,0,,20242025
Nikolai Kovalenko,SJS,0,0,0,0,2,0,0,100.0,20242025
Mark Jankowski,CAR,0,0,0,0,0,2,3,0.0,20242025
Henri Jokiharju,BOS,1,0,0,1,0,0,0,,20242025
Zack Ostapchuk,SJS,0,0,0,0,1,1,0,50.0,20242025
Collin Graf,SJS,0,0,1,0,0,0,0,,20242025
Marat Khusnutdinov,BOS,0,1,3,0,0,0,0,,20242025
Josh Morrissey,WPG,1,0,0,0,0,0,0,,20242025
David Perron,OTT,0,0,1,1,0,0,0,,20242025
Fedor Svechkov,NSH,0,0,0,0,0,1,0,0.0,20242025
Urho Vaakanainen,NYR,0,0,0,0,0,0,1,,20242025
Alex Ovechkin,WSH,0,0,1,3,0,0,0,,20242025
Kyle MacLean,NYI,0,0,0,0,0,1,0,0.0,20242025
Fabian Zetterlund,OTT,1,0,0,0,0,0,0,,20242025
Cam Lund,SJS,0,0,0,0,1,0,0,100.0,20242025
Matt Coronato,CGY,0,0,0,0,2,0,0,100.0,20242025
Jonathan Huberdeau,CGY,0,0,1,0,0,0,0,,20242025
Oliver Bjorkstrand,TBL,1,0,0,0,0,0,0,,20242025
Corey Perry,EDM,0,0,0,0,1,0,0,100.0,20242025
Jake Walman,EDM,1,0,1,0,0,0,0,,20242025
Viktor Arvidsson,EDM,0,0,1,0,0,0,0,,20242025
Kevin Rooney,CGY,0,0,0,0,1,0,0,100.0,20242025
Oliver Moore,CHI,0,0,0,0,0,1,0,0.0,20242025
Fraser Minten,BOS,0,0,0,0,1,1,0,50.0,20242025
Parker Wotherspoon,BOS,0,0,0,1,0,0,0,,20242025
Brad Marchand,FLA,0,1,1,0,0,0,0,,20242025
Nico Sturm,FLA,0,0,0,0,1,0,0,100.0,20242025
Brock Nelson,COL,0,0,0,0,1,1,0,50.0,20242025
Parker Kelly,COL,0,0,1,0,0,0,0,,20242025
Jack Drury,COL,0,0,0,0,1,2,0,33.33333333333333,20242025
Pontus Holmberg,TOR,0,0,0,0,0,1,0,0.0,20242025
